"id";"description";"image_path";"release_date";"title";"tmdb_id"
697;"NYPD cop John McClane's plan to reconcile with his estranged wife is thrown for a serious loop when, minutes after he arrives at her office, the entire building is overtaken by a group of terrorists. With little help from the LAPD, wisecracking McClane sets out to single-handedly rescue the hostages and bring the bad guys down.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/yFihWxQcmqcaBR31QM6Y8gT6aYV.jpg";"1988-07-15 00:00:00.000000";"Die Hard";562
698;"A woman brings her family back to her childhood home, which used to be an orphanage, intent on reopening it. Before long, her son starts to communicate with a new invisible friend.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/6jCBJjVP72swDWFnpGDyN4W39qv.jpg";"2007-05-20 00:00:00.000000";"The Orphanage";6537
699;"A genetically engineered assassin with deadly aim, known only as ""Agent 47"" eliminates strategic targets for a top-secret organization. But when he's double-crossed, the hunter becomes the prey as 47 finds himself in a life-or-death game of international intrigue.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/h69UJOOKlrHcvhl5H2LY74N61DQ.jpg";"2007-11-21 00:00:00.000000";"Hitman";1620
700;"Seventeen-year-old Shirley is a good student who works as a babysitter in order to make money for college. One night Michael, a father Shirley works for, confesses he's unhappy with married life. Shirley has a crush on Michael, and seizes this moment to kiss him. Michael is so happy he presents Shirley with a big tip, which gives her an idea. Shirley plans to make extra money by setting up her teenage friends with other unhappy fathers.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/nsrNUqGXI95unRKZEu8BJ584xWn.jpg";"2007-09-11 00:00:00.000000";"The Babysitters";13078
701;"Goku and friends must stop a band of space pirates from consuming fruit from the Tree of Might before it's destructive powers drain Earth's energy.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/fDX4Dp8IKvjBAaEb5MOJrGkxWX0.jpg";"1990-06-07 00:00:00.000000";"Dragon Ball Z: The Tree of Might";39101
702;"The Z Warriors discover an unopenable music box and are told to open it with the Dragon Balls. The contents turn out to be a warrior named Tapion who had sealed himself inside along with a monster called Hildegarn. Goku must now perfect a new technique to defeat the evil monster.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/gd3argrGcs6mEHYPmnVHrP11sCG.jpg";"1995-07-15 00:00:00.000000";"Dragon Ball Z: Wrath of the Dragon";39108
703;"Carmen's caught in a virtual reality game designed by the Kids' new nemesis, the Toymaker. It's up to Juni to save his sister, and ultimately the world.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/oP53PyexPlQd1xDt8kkvX5LdQdT.jpg";"2003-07-25 00:00:00.000000";"Spy Kids 3-D: Game Over";12279
704;"A graphic portrayal of the last twelve hours of Jesus of Nazareth's life.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/2C9vyK6leWDb2ds65R7uIwSmh8V.jpg";"2004-02-25 00:00:00.000000";"The Passion of the Christ";615
705;"Naruto Uzumaki, Kakashi Hatake, Sakura Haruno, and Rock Lee are assigned to protect the prince of the Land of the Moon, Michiru, during his world trip; other escorts had been hired, but quit due to being treated poorly. The Land of the Moon is a very wealthy nation, so Michiru tends to buy whatever he wants, and has a very materialistic worldview. His Hikaru, also acts in much the same manner.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/uHOlbIt1s90TL3JHI3JXwBBQOP6.jpg";"2006-08-05 00:00:00.000000";"Naruto the Movie: Guardians of the Crescent Moon Kingdom";18861
706;"Not paying attention to his job, a young demon allows the evil cleansing machine to overflow and explode, turning the young demon into the infamous monster Janemba. Goku and Vegeta make solo attempts to defeat the monster, but realize their only option is fusion.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/7AHvaEAeQfkfJ4OqcBePxa2ao09.jpg";"1995-03-04 00:00:00.000000";"Dragon Ball Z: Fusion Reborn";39107
707;"A werewolf loose in Los Angeles changes the lives of three young adults, who, after being mauled by the beast, learn they must kill their attacker if they hope to change their fate to avoid becoming werewolves too.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/em45jL4CfTMyj5V83kj7rhdorJu.jpg";"2005-02-25 00:00:00.000000";"Cursed";10012
708;"When Erik Stifler realizes that he's the only Stifler family member who might graduate high school a virgin, he decides to live up to his legacy. After some well-meaning advice from Jim's dad, Erik's ready to take his chances at the annual and infamous Naked Mile race, where his devoted friends and some uninhibited sorority girls will create the most outrageous weekend ever.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/sreeL5kKj47oofEGVtDKTAcUDY6.jpg";"2006-12-07 00:00:00.000000";"American Pie Presents: The Naked Mile";8275
709;"King Randolph sends for his cousin Duchess Rowena to help turn his daughters, Princess Genevieve and her 11 sisters, into better ladies. But the Duchess takes away all the sisters fun, including the sisters favorite pastime: dancing.Thinking all hope is lost they find a secret passageway to a magical land were they can dance the night away.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/opxyzBkB44ubRRyhdrvkoUFWuIj.jpg";"2006-09-19 00:00:00.000000";"Barbie in The 12 Dancing Princesses";13002
710;"In this animated follow-up to Fairytopia, Elina (played by Barbie) enlists the help of a mermaid, Nori, to save her friend Nalu, a merman prince who has been captured by the wicked Laverna.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/igsqS7rpnkAT92Iqo5sYwTs1KWo.jpg";"2006-03-14 00:00:00.000000";"Barbie Fairytopia: Mermaidia";13285
711;"Inside a snowflake exists the magical land of Whoville. In Whoville, live the Whos, an almost mutated sort of Munchkin-like people. All the Whos love Christmas, yet just outside of their beloved Whoville lives the Grinch. The Grinch is a nasty creature that hates Christmas, and plots to steal it away from the Whos, whom he equally abhors. Yet a small child, Cindy Lou Who, decides to try befriending the Grinch.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/1WZbbPApEivA421gCOluuzMMKCk.jpg";"2000-11-17 00:00:00.000000";"How the Grinch Stole Christmas";8871
712;"When a new murder victim is discovered with all the signs of Jigsaw's hand, Detective Eric Matthews begins a full investigation and apprehends Jigsaw with little effort. But for Jigsaw, getting caught is just another part of his plan. Eight more of his victims are already fighting for their lives and now it's time for Matthews to join the game.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/gTnaTysN8HsvVQqTRUh8m35mmUA.jpg";"2005-10-28 00:00:00.000000";"Saw II";215
713;"Andy moves to New York to work in the fashion industry. Her boss is extremely demanding, cruel and won't let her succeed if she doesn't fit into the high class elegant look of their magazine.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/vJDNtAsMsQNfy8uG6jy9HnlVXYo.jpg";"2006-06-30 00:00:00.000000";"The Devil Wears Prada";350
714;"Pocahontas, daughter of a Native American tribe chief, falls in love with an English soldier as colonists invade 17th century Virginia.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/kZ1ft0QZ4e3zDUPMBftEkwI9ftd.jpg";"1995-06-14 00:00:00.000000";"Pocahontas";10530
715;"When space galleon cabin boy Jim Hawkins discovers a map to an intergalactic ""loot of a thousand worlds,"" a cyborg cook named John Silver teaches him to battle supernovas and space storms. But, soon, Jim realizes Silver is a pirate intent on mutiny!";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/zMKatZ0c0NCoKzfizaCzVUcbKMf.jpg";"2002-11-26 00:00:00.000000";"Treasure Planet";9016
716;"Out-of-control, trash-talking buddy cops Marcus Burnett and Mike Lowrey of the Miami Narcotics Task Force reunite, and bullets fly, cars crash and laughs explode as they pursue a whacked-out drug lord from the streets of Miami to the barrios of Cuba. But the real fireworks result when Marcus discovers that playboy Mike is secretly romancing Marcus’ sexy sister.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/yCvB5fG5aEPqa1St7ihY6KEAsHD.jpg";"2003-07-18 00:00:00.000000";"Bad Boys II";8961
717;"Ella lives in a magical world in which each child, at the moment of their birth, is given a virtuous ""gift"" from a fairy godmother. Ella's so-called gift, however, is obedience. This birthright proves itself to be quite the curse once Ella finds herself in the hands of several unscrupulous characters whom she quite literally cannot disobey. Determined to gain control of her life and decisions, Ella sets off on a journey to find her fairy godmother who she hopes will lift the curse. The path, however, isn't easy -- Ella must outwit a slew of unpleasant obstacles including ogres, giants, wicked stepsisters, elves and Prince Charmont's evil uncle, who wants to take over the crown and rule the kingdom.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/dH8yHmqUra0gqzMJJKXiyfKkB57.jpg";"2004-04-09 00:00:00.000000";"Ella Enchanted";14442
718;"The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/7BuH8itoSrLExs2YZSsM01Qk2no.jpg";"1980-05-20 00:00:00.000000";"The Empire Strikes Back";1891
719;"Set in a world where superheroes are commonly known and accepted, young Will Stronghold, the son of the Commander and Jetstream, tries to find a balance between being a normal teenager and an extraordinary being.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/yk51E2OxA9zUdRqK0YvPTx6lfa7.jpg";"2005-07-29 00:00:00.000000";"Sky High";11459
720;"Luke Skywalker leads a mission to rescue his friend Han Solo from the clutches of Jabba the Hutt, while the Emperor seeks to destroy the Rebellion once and for all with a second dreaded Death Star.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/mDCBQNhR6R0PVFucJl0O4Hp5klZ.jpg";"1983-05-25 00:00:00.000000";"Return of the Jedi";1892
721;"When a younger girl called Emily Rose dies, everyone puts blame on the exorcism which was performed on her by Father Moore prior to her death. The priest is arrested on suspicion of murder. The trial begins with lawyer Erin Bruner representing Moore, but it is not going to be easy, as no one wants to believe what Father Moore says is true.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/qMN0HIP34f736kkQcfvTfmL9TP3.jpg";"2005-09-09 00:00:00.000000";"The Exorcism of Emily Rose";8643
722;"The Bride unwaveringly continues on her roaring rampage of revenge against the band of assassins who had tried to kill her and her unborn child. She visits each of her former associates one-by-one, checking off the victims on her Death List Five until there's nothing left to do … but kill Bill.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/2yhg0mZQMhDyvUQ4rG1IZ4oIA8L.jpg";"2004-04-16 00:00:00.000000";"Kill Bill: Vol. 2";393
723;"Vampires and werewolves have waged a nocturnal war against each other for centuries. But all bets are off when a female vampire warrior named Selene, who's famous for her strength and werewolf-hunting prowess, becomes smitten with a peace-loving male werewolf, Michael, who wants to end the war.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/zsnQ41UZ3jo1wEeemF0eA9cAIU0.jpg";"2003-09-19 00:00:00.000000";"Underworld";277
724;"On their home planet of Cybertron, the Autobots and Decepticons are involved in an explosive battle over the coveted AllSpark. With the fate of the universe at stake, the Autobots send it far from the reaches of the ruthless Megatron, leader of the Decepticons. But there are even more surprises in store when it crash-lands on Earth.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/q61s5H2DRHSJYx75adOtTL3aFuY.jpg";"2006-10-16 00:00:00.000000";"Transformers: Beginnings";25565
725;"Former Special Forces officer, Frank Martin will deliver anything to anyone for the right price, and his no-questions-asked policy puts him in high demand. But when he realizes his latest cargo is alive, it sets in motion a dangerous chain of events. The bound and gagged Lai is being smuggled to France by a shady American businessman, and Frank works to save her as his own illegal activities are uncovered by a French detective.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/v3QIFUWgtVN4wejVuDZowuyJ20W.jpg";"2002-10-02 00:00:00.000000";"The Transporter";4108
726;"In a world in which Great Britain has become a fascist state, a masked vigilante known only as “V” conducts guerrilla warfare against the oppressive British government. When V rescues a young woman from the secret police, he finds in her an ally with whom he can continue his fight to free the people of Britain.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/kxekpqZUpO5W65QT12goucFvyx9.jpg";"2006-02-23 00:00:00.000000";"V for Vendetta";752
727;"This movie stars Barbie as a teenage girl, trying to deal with crushes, rivals and friendship as she tries to achieve her dream of working as a news anchor for her school's TV station. She doesn't always make the right decisions, but she's a nice enough character and considerably less ""perfect"" than she is portrayed in her other films.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/uG8YrUCcZ1rcdOd6YSQzBC8mHBu.jpg";"2006-05-17 00:00:00.000000";"The Barbie Diaries";21705
